,playlist,loudness,timbre_value_1,timbre_value_2,timbre_value_3,timbre_value_4,timbre_value_5,timbre_value_6,timbre_value_7,timbre_value_8,timbre_value_9,timbre_value_10,timbre_value_11,timbre_value_12
0,0.0,-9.129,47.56381641791045,61.24367910447756,63.98801492537306,20.33149701492536,30.25162388059703,-6.723331343283576,3.959829850746269,0.8004940298507468,7.2802298507462675,4.154988059701493,-15.875886567164178,-5.066962686567166
1,0.0,-13.71,40.64205526315789,-30.33996315789474,1.2819394736842105,-0.2067315789473693,34.19101052631575,-13.647347368421068,-10.115815789473695,-1.7197078947368405,11.622797368421056,5.384392105263157,-9.583573684210533,3.276826315789476
2,0.0,-7.456,47.06468047337272,53.26724852071007,5.985443786982245,-23.452009861932922,22.917112426035526,-8.966593688362925,-33.00419723865878,-1.5057416173570033,-3.0590059171597623,0.30358974358974355,-10.270905325443776,-1.4431538461538462
3,0.0,-4.729,48.066179487179475,-11.699395833333327,0.8168269230769244,-6.134246794871792,30.368631410256413,4.248504807692303,-13.18505448717949,4.222040064102564,-7.0306714743589716,-5.519230769230773,-14.499282051282053,1.9269711538461525
4,0.0,-13.507,41.92990841121489,-51.42491962616821,-2.3185943925233667,-22.295684112149527,17.064932710280374,-22.71862803738319,-10.666162616822442,3.398420560747662,-0.6557345794392522,5.988196261682244,-7.544250467289715,2.219771962616823
5,0.0,-18.085,36.005025396825424,52.92516666666672,7.944865079365083,-13.860611111111119,29.276382539682523,-9.265187301587305,-12.601322222222224,2.5235428571428575,-9.04315555555555,-2.252393650793649,-13.590284126984148,-2.495561904761905
6,0.0,-7.227,47.97284110169488,18.3836377118644,6.094419491525426,-8.697266949152544,25.197158898305087,-12.98280296610169,-5.0054936440677995,2.16967161016949,2.753512711864407,5.693762711864406,-15.349148305084745,0.21251271186440693
7,0.0,-19.136,34.68890272373541,-33.71314202334629,-2.259515564202328,-8.509618677042788,32.21157003891052,-8.960221789883265,-5.4555933852140095,8.50071011673152,1.7574494163424128,6.72176848249027,-13.590128404669255,3.7407918287937747
8,0.0,-9.538,44.599964406779705,57.98667457627117,19.526367796610202,13.092116949152517,28.293269491525397,-0.6422830508474577,-0.7529864406779666,4.01152033898305,-4.878118644067796,-4.067518644067799,-17.528132203389838,1.8141932203389823
9,0.0,-11.429,41.51738801711841,-81.4706847360913,-9.888611982881603,-11.336106990014267,31.33237660485022,1.7774493580599113,-9.69228245363766,1.3542496433666202,5.535465049928677,-4.235248216833097,-13.41027104136947,8.72638801711839
10,0.0,-6.419,49.91040789473686,51.56436278195488,46.039635338345846,8.720663533834582,42.43865225563909,-21.83772556390979,-3.903043233082708,-5.960458646616536,5.653124060150382,5.247597744360898,-11.483597744360907,2.237569548872179
11,0.0,-12.612,39.95407385524373,22.28346676514034,13.945208271787298,-16.453617429837504,4.923642540620383,-7.223843426883305,-4.367293943870016,4.517570162481531,-6.719562776957169,-0.34783751846381156,-12.685720827178738,1.0838685376661743
12,0.0,-12.204,39.36164062499995,-27.863739583333345,-26.5297638888889,-24.04325868055554,33.39519444444445,-10.572392361111119,-13.220218749999999,-1.3468975694444436,2.509008680555557,0.8874392361111109,-11.901196180555566,4.846595486111113
13,0.0,-5.954,47.99232110091742,27.272963302752313,6.971834862385322,6.655671559633029,46.527326605504584,-0.5739064220183473,-19.506306422018362,0.5656752293577973,-3.2610752293577954,4.854988990825687,-16.379561467889918,4.673873394495413
14,0.0,-3.866,50.26340808823537,33.93348713235295,19.271867647058823,0.5780790441176462,46.4581544117647,3.0893621323529423,-16.802729779411756,10.910139705882344,-6.83620772058824,1.1268161764705882,-12.706788602941174,9.288196691176468
15,0.0,-26.44,27.379653846153825,-50.991602564102585,-61.65990384615383,-48.1939807692308,19.63368269230769,-20.174285256410265,-20.296128205128223,1.5313782051282054,13.122310897435902,6.888112179487173,-12.119516025641028,4.2473846153846155
16,0.0,-12.562,41.53962094763093,-12.129114713216977,-21.836710723192013,-6.164476309226934,5.1139326683291815,-3.4934538653366594,-10.70931920199501,-10.624426433915199,-4.1761047381546135,6.7597905236907785,-20.31509226932667,-7.273758104738153
17,0.0,-12.41,40.948988580750395,-38.320665579119044,9.8524828711256,-5.7159021207177805,49.224678629690075,-16.208858075040766,-7.064673735725939,-8.08807667210441,5.03011745513866,-1.554112561174551,-11.168464926590529,4.849946166394784
18,0.0,-7.706,48.931715630885144,73.41441619585686,18.269911487758932,2.583480225988703,14.78650094161959,-15.954598870056504,-26.268399246704345,-0.6966195856873835,-2.917885122410549,3.511546139359702,-9.514819209039556,8.205109227871931
19,0.0,-17.803,36.25807692307692,0.1599572649572706,5.628363247863255,-17.429245726495726,35.82244017094019,-17.879929487179492,-37.527378205128215,-10.038542735042734,0.2635470085470087,-1.3077884615384614,-7.026198717948717,2.513388888888889
20,0.0,-12.614,37.87423909774434,-11.400037593984965,-71.98446315789475,-13.155493233082712,10.176254135338338,-0.3830060150375942,-21.152992481203025,-3.963012030075189,-5.511269172932332,-2.0574691729323304,-17.927487218045112,-10.228819548872174
21,0.0,-11.376,42.59781753130589,27.99462254025046,48.22385509839,-9.985769230769229,19.985502683363173,-0.22100178890876576,-2.5042629695885497,6.0041592128801415,-9.105740608228977,-1.6821967799642226,-15.901339892665487,-0.2737853309481217
22,0.0,-21.295,33.44715234822452,-13.11736998854526,30.234414662084767,-14.352688430698732,31.932572737686144,-21.062056128293207,-19.375381443298952,-3.1581878579610536,-6.646407789232525,-4.656016036655214,-5.952613974799541,-2.3738396334478793
23,0.0,-6.317,48.576195530726274,55.692068901303465,13.381474860335205,21.661063314711367,31.9927113594041,-10.38880074487897,8.835949720670389,-5.9290428305400384,-5.856834264432029,14.152433891992551,-23.50366666666663,-5.027253258845439
24,0.0,-16.881,31.505964850615108,-56.44332864674866,-16.84417398945517,-8.162629173989455,15.039207381370838,-1.4670931458699468,-9.085773286467488,1.075040421792619,-5.61129701230228,0.05599472759226717,-16.2570826010545,-5.365576449912126
25,0.0,-11.155,44.24727663934427,4.296071721311479,41.03808811475411,-10.576434426229511,40.81532172131149,-20.541239754098356,-14.969604508196722,-2.546721311475408,-3.0883709016393475,-3.792010245901638,-5.485217213114752,8.498665983606559
26,0.0,-5.139,49.78635728952768,51.02623408624226,25.658899383983563,3.0722053388090327,33.58747022587267,3.916815195071868,-19.033367556468196,9.085466119096505,-5.381544147843941,-1.9433675564681725,-12.068492813141685,2.015537987679672
27,0.0,-11.556,42.228031690140895,39.99339964788736,11.966841549295772,-18.89603169014085,13.22895598591549,-7.7865739436619625,-2.992934859154929,4.842871478873242,-5.178971830985915,0.7941971830985904,-15.76873591549298,4.338052816901411
28,0.0,-8.492,49.44032504780116,52.297328871892915,68.56291778202672,17.2234206500956,20.70684321223712,-12.65094072657743,5.1880076481835555,0.8826711281070734,-11.637221797323132,-2.721481835564053,-9.020632887189297,3.9139923518164443
29,0.0,-10.882,43.89641247672255,35.90023277467405,54.987791433892,13.423168528864043,21.51279981378025,-14.613549348230913,-5.149907821229051,5.753078212290505,-7.569172253258846,2.7543212290502788,-9.900397579143387,-0.5552607076350101
30,0.0,-7.726,47.94534200743493,44.07384758364312,-16.642104089219345,-27.076488847583654,21.95552044609665,-1.0237323420074342,-20.53248141263943,-4.897312267657996,-15.679657992565064,1.9911412639405208,-15.359219330855023,-2.199698884758366
